Game 391,07/31/2023,Monday,5:45 pm,Wayland,Belmont,Town Field,Scheduled
Game 392,07/31/2023,Monday,5:45 pm,Acton-Boxborough,Bedford,Concord Carlise HS,Scheduled
Game 383,07/31/2023,Monday,6:00 pm,Haverhill,Melrose,Morelli Field,Scheduled
Game 384,07/31/2023,Monday,7:00 pm,Reading Black,North End,Puopolo Park,Scheduled
Game 387,07/31/2023,Monday,7:00 pm,Billerica,Chelmsford Black,Volunteer Field,Scheduled
Game 385,07/31/2023,Monday,7:30 pm,Medford,Cambridge,St Peters,Scheduled
Game 285,07/31/2023,Monday,8:00 pm,Melrose,Haverhill,Morelli Field,Scheduled
Game 244,08/01/2023,Tuesday,5:45 pm,Jamaica Plain,Chelmsford Maroon,Billings ,Scheduled
Game 277,08/01/2023,Tuesday,5:45 pm,Winthrop,Cambridge,Rindge Field,Scheduled
Game 394,08/01/2023,Tuesday,5:45 pm,Reading Red,Haverhill,Morton Field,Scheduled
Game 393,08/01/2023,Tuesday,6:30 pm,Reading Black,Melrose,Pine Banks Turf,Scheduled
Game 388,08/01/2023,Tuesday,7:45 pm,Chelmsford Maroon,Jamaica Plain,Billings Field,Scheduled
Game 375,08/01/2023,Tuesday,8:00 pm,Belmont,Waltham,Cacciatore Field ,Scheduled
Game 395,08/02/2023,Wednesday,5:45 pm,Melrose,Andover,Andover High School,Scheduled
Game 396,08/02/2023,Wednesday,5:45 pm,Brookline,Winthrop,Winthrop High School,Scheduled
Game 397,08/02/2023,Wednesday,5:45 pm,Marblehead,North Andover,Grogans Field,Scheduled
Game 398,08/02/2023,Wednesday,5:45 pm,Medford,Reading Red,Washington Park,Scheduled
Game 399,08/02/2023,Wednesday,5:45 pm,Haverhill,Reading Black,Morton Field,Scheduled
Game 402,08/02/2023,Wednesday,5:45 pm,Chelmsford Maroon,Bedford,Concord Carlisle HS,Scheduled
Game 404,08/02/2023,Wednesday,5:45 pm,Belmont,Acton-Boxborough,ABRHS Field 2,Scheduled
Game 405,08/02/2023,Wednesday,5:45 pm,Lincoln-Sudbury,Winchester,Skillings Field,Scheduled
Game 406,08/02/2023,Wednesday,5:45 pm,Needham,Wayland,Wayland High School,Scheduled
Game 401,08/02/2023,Wednesday,7:00 pm,Waltham,Chelmsford Black,Volunteer Field,Scheduled
Game 403,08/02/2023,Wednesday,7:00 pm,Jamaica Plain,Billerica,Locke School - Fielding Field,Scheduled
Game 400,08/02/2023,Wednesday,7:30 pm,North End,Cambridge,St Peters,Cancelled
Game 413,08/03/2023,Thursday,5:00 pm,Jamaica Plain,Waltham,Nipper Maher,Scheduled
Game 407,08/03/2023,Thursday,5:45 pm,Cambridge,Brookline,Amory Field,Scheduled
Game 410,08/03/2023,Thursday,5:45 pm,Andover,Medford,Playstead Park,Scheduled
Game 411,08/03/2023,Thursday,5:45 pm,Winthrop,Reading Black,Symonds Field,Scheduled
Game 412,08/03/2023,Thursday,5:45 pm,Bedford,Wayland,Wayland High School,Scheduled
Game 414,08/03/2023,Thursday,5:45 pm,Billerica,Needham,Memorial Field 92 Rosemary St,Scheduled
Game 415,08/03/2023,Thursday,5:45 pm,Chelmsford Black,Belmont,Belmont Hill JV Field,Scheduled
Game 416,08/03/2023,Thursday,5:45 pm,Acton-Boxborough,Lincoln-Sudbury,Feeley Field,Scheduled
Game 408,08/03/2023,Thursday,6:30 pm,Marblehead,Melrose,Morelli Field,Scheduled
Game 409,08/03/2023,Thursday,7:00 pm,North Andover,North End,Puopolo Park,Scheduled
Game 417,08/03/2023,Thursday,7:00 pm,Winchester,Chelmsford Maroon,Volunteer Field,Scheduled
Game 418,08/07/2023,Monday,12:00 am,8 Seed,1 Seed,"",Scheduled
Game 419,08/07/2023,Monday,12:00 am,5 Seed,4 Seed,"",Scheduled
Game 420,08/07/2023,Monday,12:00 am,7 Seed,2 Seed,"",Scheduled
Game 421,08/07/2023,Monday,12:00 am,6 Seed,3 Seed,"",Scheduled
Game 422,08/08/2023,Tuesday,12:00 am,Winner Game 418,Winner Game 419,Winner Advances to Final Four Saturday 8/12,Scheduled
Game 423,08/08/2023,Tuesday,12:00 am,Winner Game 420,Winner Game 421,Winner Advances to Final Four Saturday 8/12,Scheduled
Game 424,08/08/2023,Tuesday,12:00 am,Loser Game 418,Loser Game 419,Loser Eliminated,Scheduled
Game 425,08/08/2023,Tuesday,12:00 am,Loser Game 420,Loser Game 421,Loser Eliminated,Scheduled
Game 426,08/10/2023,Thursday,12:00 am,Loser Game 422,Winner Game 424,Winner Advances to Final Four Saturday 8/12,Scheduled
Game 427,08/10/2023,Thursday,12:00 am,Loser Game 423,Winner Game 425,Winner Advances to Final Four Saturday 8/12,Scheduled
Game 428,08/12/2023,Saturday,1:00 pm,Lowest Remaining Seed,Highest Remaining Seed,Pine Banks Turf,Scheduled
Game 429,08/12/2023,Saturday,1:00 pm,2nd Lowest Remaining Seed,2nd Highest Remaining Seed,Pine Banks Grass,Scheduled
Game 430,08/13/2023,Sunday,12:30 pm,Winner Game 428,Winner Game 429,Morelli Field,Scheduled
